date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:24:17	326/326	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Oct%202019%2011:55:08%20GMT	https://oshinewptheme.com/v22/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/My%20Web%20Sites/oshiewptheme/oshinewptheme.com/v22/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.3)
02:24:18	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jul%202022%2001:24:15%20GMT	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.3)
02:24:18	326/326	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Oct%202019%2011:55:08%20GMT	https://oshinewptheme.com/v22/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/My%20Web%20Sites/oshiewptheme/oshinewptheme.com/v22/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.3)
02:24:18	70/70	---M--	200	added ('OK')	image/png	etag:%225db1911c-46%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.3)
02:24:19	70/70	---M--	200	added ('OK')	image/png	etag:%225db1911c-46%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.3)
02:24:19	70/70	---M--	200	added ('OK')	image/png	etag:%225db1911c-46%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.3)
02:24:20	71/71	---M--	200	added ('OK')	image/png	etag:%225db1911c-47%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.3)
02:24:20	90/90	---M--	200	added ('OK')	image/png	etag:%225db1911c-5a%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.3)
02:24:21	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225db1911c-9f1%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.3)
02:24:22	254240/254240	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fb2707c-3e120%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/fonts/icomoon.eot?85pf5i	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/fonts/icomoon7e7b.eot	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/style.min.css?ver=6.9.4)
02:24:24	116136/116136	---M--	200	added ('OK')	font/woff	etag:%225fb2707c-1c5a8%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/fonts/icomoon.woff?85pf5i	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/fonts/icomoon7e7b.woff	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/style.min.css?ver=6.9.4)
02:24:25	254076/254076	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%225fb2707c-3e07c%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/fonts/icomoon.ttf?85pf5i	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/fonts/icomoon7e7b.ttf	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/style.min.css?ver=6.9.4)
02:24:26	671242/671242	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fb2707c-a3e0a%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/fonts/icomoon.svg?85pf5i	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/fonts/icomoon7e7b.svg	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/icomoon/style.min.css?ver=6.9.4)
02:24:26	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22624be0a9-2876e%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont3e6e.eot	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/font-awesome.css?ver=5.3.12)
02:24:27	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22624be0a9-2876e%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfontd41d.eot	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/font-awesome.css?ver=5.3.12)
02:24:28	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22624be0a9-12d68%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/font-awesome.css?ver=5.3.12)
02:24:28	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22624be0a9-17ee8%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont3e6e.woff	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/font-awesome.css?ver=5.3.12)
02:24:29	165548/165548	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%22624be0a9-286ac%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/font-awesome.css?ver=5.3.12)
02:24:30	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22624be0a9-6c7db%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/fonts/fontawesome-webfont3e6e.svg	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/font_awesome/font-awesome.css?ver=5.3.12)
02:24:31	74172/74172	---M--	200	added ('OK')	font/woff2	etag:%22624be0a9-121bc%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons.woff2?p10al9	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons7ab3.woff2	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/tatsu-icons.css?ver=5.3.12)
02:24:32	167548/167548	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%22624be0a9-28e7c%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons.ttf?p10al9	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons7ab3.ttf	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/tatsu-icons.css?ver=5.3.12)
02:24:33	92208/92208	---M--	200	added ('OK')	font/woff	etag:%22624be0a9-16830%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons.woff?p10al9	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons7ab3.woff	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/tatsu-icons.css?ver=5.3.12)
02:24:34	569642/569642	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22624be0a9-8b12a%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons.svg?p10al9	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons7ab3.svg	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/plugins/tatsu/includes/icons/tatsu_icons/tatsu-icons.css?ver=5.3.12)
02:24:35	103225/103225	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jul%202022%2001:24:32%20GMT	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/css/img/dots.png	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/css/img/dots.png	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/css/vendor/vendor.min.css?ver=6.9.4)
02:24:35	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jul%202022%2001:24:33%20GMT	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfont.oft	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfont.oft	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:37	93146/93146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jul%202022%2001:24:34%20GMT	https://oshinewptheme.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfont.oft	C:/My%20Web%20Sites/oshiewptheme/oshinewptheme.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfont.4f.delayed	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:38	72466/72466	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fb2707c-11b12%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfont.eot?	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfontd41d.eot	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:39	72256/72256	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%225fb2707c-11a40%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfont.ttf	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfont.ttf	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:41	300731/300731	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fb2707c-496bb%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfont.svg	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-heavy-webfont.svg	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jul%202022%2001:24:38%20GMT	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.oft	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.oft	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:42	93146/93146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jul%202022%2001:24:39%20GMT	https://oshinewptheme.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.oft	C:/My%20Web%20Sites/oshiewptheme/oshinewptheme.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.oft	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:43	73278/73278	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fb2707c-11e3e%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.eot?	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfontd41d.eot	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:44	35516/35516	---M--	200	added ('OK')	font/woff	etag:%225fb2707c-8abc%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.woff	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.woff	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:45	73068/73068	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%225fb2707c-11d6c%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.ttf	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.ttf	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:46	308094/308094	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fb2707c-4b37e%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.svg	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-light-webfont.svg	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:46	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jul%202022%2001:24:43%20GMT	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.oft	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.oft	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:46	93146/93146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jul%202022%2001:24:44%20GMT	https://oshinewptheme.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.oft	C:/My%20Web%20Sites/oshiewptheme/oshinewptheme.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.oft	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:47	94130/94130	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fb2707c-16fb2%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.eot?	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfontd41d.eot	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:48	48748/48748	---M--	200	added ('OK')	font/woff	etag:%225fb2707c-be6c%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.woff	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.woff	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:49	93932/93932	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%225fb2707c-16eec%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.ttf	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.ttf	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:50	336901/336901	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fb2707c-52405%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.svg	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-medium-webfont.svg	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:50	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jul%202022%2001:24:47%20GMT	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-regular-webfont.oft	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-regular-webfont.oft	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:51	93146/93146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jul%202022%2001:24:48%20GMT	https://oshinewptheme.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-regular-webfont.oft	C:/My%20Web%20Sites/oshiewptheme/oshinewptheme.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-regular-webfont.oft	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:52	20746/20746	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fb2707c-510a%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-regular-webfont.eot?	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-regular-webfontd41d.eot	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
02:24:52	23840/23840	---M--	200	added ('OK')	font/woff	etag:%225fb2707c-5d20%22	https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-regular-webfont.woff	C:/My%20Web%20Sites/oshiewptheme/21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/custom-fonts/hanskendrick-regular-webfont.woff	(from https://21g6p436jemo16mo9n1a25yq-wpengine.netdna-ssl.com/v22/wp-content/themes/oshin/fonts/fonts.min.css?ver=6.9.4)
